CSW001;12;15;16,5;16;
CSW002;12;15;16,5;16;
CSW003;12;15;16,5;16;
CSW004;12;15;16,5;16;
CSW005;12;15;16,5;16;
CSW006;16;13,5;15;14,5;
CSW007;16;13,5;15;14,5;
CSW008;16;13,5;15;14,5;
CSW009;16;13,5;15;14,5;
CSW010;16;13,5;15;14,5;
CSW011;16;13,5;15;14,5;
CSW012;17;8,5;10;9,5;
CSW013;12;15;16,5;16;
